"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Miyagi","Miyagi Zaō Shiraishi Ski Area","miyagizaoshiraishiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Miyagi Zaō Shiraishi Ski Area | Miyagi Zaō Shiraishi Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyagi","Miyagi Zao Shiroishi Ski Resort","zaoshiroishi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Zao Shiroishi | Zao Shiroishi","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/zao-shiroishi/","2026-07-13 | 2026-08-24","verified_operating","https://nposki.com/","2026-08-26","/miyagi-regional/mountain/miyagi-zao-shiroishi-ski-resort",""
"Miyagi","Miyagi Zao Sumikawa Snow Park","zaosumikawa","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Zao Sumikawa | Zao Sumikawa | Miyagi Zaō Sumikawa Snow Park Ski Area | Miyagi Zaō Sumikawa Snow Park Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/zao-sumikawa/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.zao-sumikawa.jp/","2026-08-26","/miyagi-regional/mountain/miyagi-zao-sumikawa-snow-park",""
"Miyagi","Onikoube Ski Resort","onikoube","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Onikoube | Onikoube","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/onikoube/","2026-07-13 | 2026-08-24","verified_operating","https://www.onikoube.com/snow/","2026-08-26","/miyagi-regional/mountain/onikoube-ski-resort",""
"Miyagi","Resort Park Onikōbe Ski Area","resortparkonikobeskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Resort Park Onikōbe Ski Area | Resort Park Onikōbe Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyagi","Spring Valley Izumi Kōgen Ski Area","springvalleyizumikogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Spring Valley Izumi Kōgen Ski Area | Spring Valley Izumi Kōgen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyagi","Spring Valley Sendai Izumi Ski Resort","springvalleysendaiizumi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Spring Valley Sendai Izumi | Spring Valley Sendai Izumi","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/spring-valley-sendai-izumi/","2026-07-13 | 2026-08-24","verified_operating","https://www.springvalley.co.jp/winter","2026-08-26","/miyagi-regional/mountain/spring-valley-sendai-izumi-ski-resort",""
"Miyagi","St. Mary","stmary","closed","japan-ski-resorts-558 | skiresort-japan-directory","St. Mary | St. Mary","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/st-mary/","2026-07-13 | 2026-08-24","temporarily_closed","https://stmary-338.com/","2026-08-26","",""
"Miyagi","St. Mary Ski Resorts","stmaryskiresorts","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","St. Mary Ski Resorts | St. Mary Ski Resorts","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyagi","Uenono Ski Resort","uenono","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Uenono | Uenono","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/uenono/","2026-07-13 | 2026-08-24","verified_operating","https://uenono.com/","2026-08-26","/miyagi-regional/mountain/uenono-ski-resort",""
"Miyagi","Yakurai Family Ski Resort","yakurai","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yakurai | Yakurai | Yakurai Family Ski Area | Yakurai Family Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yakurai/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://yakurai-garden.com/ski/","2026-08-26","/miyagi-regional/mountain/yakurai-family-ski-resort",""
"Miyazaki","Gokase Highland Ski Area","gokasehighlandskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Gokase Highland Ski Area | Gokase Highland Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyazaki","Gokase Highlands","gokasehighlands","closed","japan-ski-resorts-558 | skiresort-japan-directory","Gokase Highlands | Gokase Highlands","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/gokase-highlands/","2026-07-13 | 2026-08-24","closed","https://www.town.gokase.miyazaki.jp/kakuka/kikaku/2274.html","2026-08-26","",""
"Miyazaki","Kujyu Shinrin Koen","kujyushinrinkoen","unresolved","skiresort-japan-directory","Kujyu Shinrin Koen","https://www.skiresort.com/en/ski-resort/kujyu-shinrin-koen/","2026-08-24","unresolved","","","",""
"Nagano","Araragi Kogen Ski Resort","araragikogen","closed","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Araragi Kogen | Araragi Kogen | Araragi Kōgen Ski Area | Araragi Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/araragi-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","temporarily_closed","http://www.araragi.co.jp/ski/index.html","2026-08-26","",""
"Nagano","Asahi Prime Ski Resort","asahiprime","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Asahi Prime | Asahi Prime | Asahi Prime Ski Area | Asahi Prime Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/asahi-prime/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.vill.asahi.nagano.jp/special/asahikankoNavi/kankoshisetsushokai/kankoshisetsu/690.html","2026-08-26","/nagano-regional/mountain/asahi-prime-ski-resort",""
"Nagano","Asama 2000 Park","asama2000park","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Asama 2000 Park | Asama 2000 Park","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Banshogahara","banshogahara","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Banshogahara | Banshogahara | Banshogahara Ski Area | Banshogahara Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/banshogahara/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Nagano","Blanche Takayama","blanchetakayama","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Blanche Takayama | Blanche Takayama | Blanche Takayama Ski Resort | Blanche Takayama Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/blanche-takayama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Nagano","Chateraise Ski Resort Yatsugadake","chateraiseskiresortyatsugadake","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Chateraise Ski Resort Yatsugadake | Chateraise Ski Resort Yatsugadake","https://en.wikipedia.org/wiki/Chateraise | https://en.wikipedia.org/wiki/Chateraise","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Chateraise Ski Valley Nobeyama","chateraiseresortyatsugatake","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Chateraise Resort – Yatsugatake | Chateraise Resort – Yatsugatake","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/chateraise-resort-yatsugatake/","2026-07-13 | 2026-08-24","verified_operating","https://nobeyama.chateraiseski.jp/news/information/3814.html","2026-03-02","/nagano-regional/mountain/chateraise-ski-valley-nobeyama",""
"Nagano","Chūō-dō Ina Ski Resort","chuodoinaskiresort","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Chūō-dō Ina Ski Resort | Chūō-dō Ina Ski Resort","https://en.wikipedia.org/wiki/Chūō_Expressway | https://en.wikipedia.org/wiki/Chūō_Expressway","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Davos Area","davosarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Davos Area | Davos Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Davos/​Taro (Sugadaira Kogen)","davostarosugadairakogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Davos/Taro (Sugadaira Kogen) | Davos/​Taro (Sugadaira Kogen)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/davos-taro-sugadaira-kogen/","2026-07-13 | 2026-08-24","verified_operating","https://sugadaira-snowresort.com/wp2/wp-content/uploads/2025/09/hayawari0901.pdf","2026-08-26","/nagano-regional/mountain/davos-taro-sugadaira-kogen",""
"Nagano","Echo Valley","echovalley","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Echo Valley | Echo Valley (temporarily closed) | Echo Valley Ski Area | Echo Valley Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/echo-valley/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Fujimi Kogen Ski Resort","fujimikogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Fujimi Kogen | Fujimi Kogen | Fujimi Kōgen Ski Area | Fujimi Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/fujimi-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://fujimikogen-ski.jp/","2026-08-26","/nagano-regional/mountain/fujimi-kogen-ski-resort",""
"Nagano","Fujimi Panorama","fujimipanorama","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Fujimi Panorama | Fujimi Panorama | Fujimi Panorama Resort | Fujimi Panorama Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/fujimi-panorama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Nagano","Giant Resort","giantresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Giant Resort | Giant Resort | Giant Ski Area | Giant Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/giant-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://shigakogen-ski.or.jp/winter/","2026-08-26","/yamanouchi/mountain/shiga-giant",""
"Nagano","Green Club","greenclub","unresolved","japan-ski-resorts-558","Green Club","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Nagano","Hakuba 47 Winter Sports Park","hakuba47wintersportspark","covered_by_alias","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba 47 Winter Sports Park | Hakuba 47 Winter Sports Park","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","/hakuba-valley/mountain/hakuba-47",""
"Nagano","Hakuba 47/​Goryu","hakuba47goryu","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Hakuba 47 – Goryu | Hakuba 47/​Goryu","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakuba-47-goryu/","2026-07-13 | 2026-08-24","verified_operating","https://www.hakubaescal.com/winter-en/information/2025/12/16/slope-information-toomi-slope-and-alps-daira-slope-open-updated-december-16/","2026-08-26","/hakuba-valley/mountain/hakuba-47-goryu",""
"Nagano","Hakuba Cortina Kokusai Ski Area","hakubacortinakokusaiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Cortina Kokusai Ski Area | Hakuba Cortina Kokusai Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Hakuba Cortina Ski Resort","hakubacortina","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Hakuba Cortina | Hakuba Cortina","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakuba-cortina/","2026-07-13 | 2026-08-24","verified_operating","https://www.hgp.co.jp/cortina/ski/event/event-605/","2026-07-01","/hakuba-valley/mountain/hakuba-cortina",""
"Nagano","Hakuba Goryu (Escal Plaza)","hakubagoryuskiresort","covered_by_alias","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Goryū Ski Resort | Hakuba Goryū Ski Resort","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","/hakuba-valley/mountain/hakuba-goryu",""
"Nagano","Hakuba Happo-one Ski Resort","happoone","published_directly","japan-ski-resorts-558","Happo-One","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","verified_operating","https://www.happo-one.jp/en/news/38187/","2026-04-17","/hakuba-valley/mountain/happo-one",""
"Nagano","Hakuba Happoone Winter Resort","hakubahappoonewinterresort","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Happoone Winter Resort | Hakuba Happoone Winter Resort","https://en.wikipedia.org/wiki/Hakuba_Happoone_Winter_Resort | https://en.wikipedia.org/wiki/Hakuba_Happoone_Winter_Resort","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Hakuba Highland Ski Area","hakubahighlandskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Highland Ski Area | Hakuba Highland Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Hakuba Iwatake Mountain Resort","hakubaiwatakemountainresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Iwatake Mountain Resort | Hakuba Iwatake Mountain Resort | Iwatake Ski Area | Iwatake Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakuba-iwatake-mountain-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","/hakuba-valley/mountain/hakuba-iwatake",""
"Nagano","Hakuba Minekata Ski Area","hakubaminekataskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Minekata Ski Area | Hakuba Minekata Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Nagano","Hakuba Norikura","hakubanorikura","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hakuba Norikura | Hakuba Norikura | Hakuba Norikura Onsen Ski Area | Hakuba Norikura Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakuba-norikura/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.hakunori.com/news_en/2646/","2026-08-26","/hakuba-valley/mountain/hakuba-norikura",""
"Nagano","Happo-One – Hakuba","happoonehakuba","unresolved","skiresort-japan-directory","Happo-One – Hakuba","https://www.skiresort.com/en/ski-resort/happo-one-hakuba/","2026-08-24","unresolved","","","",""
